Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1971,1971-02-27,Corinthians,2,1,São Bento,VC,3,0,1
Paulista,1971,1971-02-28,Ponte Preta,1,0,Portuguesa,VC,3,0,2
Paulista,1971,1971-02-28,Ferroviária (SP),1,1,Guarani,E,1,1,3
Paulista,1971,1971-02-28,São Paulo,3,1,Juventus (SP),VC,3,0,4
Paulista,1971,1971-02-28,Palmeiras,2,1,Paulista,VC,3,0,5
Paulista,1971,1971-03-03,Santos,4,0,Botafogo (SP),VC,3,0,6
Paulista,1971,1971-03-04,Corinthians,1,0,Paulista,VC,3,0,7
Paulista,1971,1971-03-07,Guarani,3,1,Juventus (SP),VC,3,0,8
Paulista,1971,1971-03-07,Botafogo (SP),3,2,Ponte Preta,VC,3,0,9
Paulista,1971,1971-03-07,Palmeiras,3,0,São Bento,VC,3,0,10
Paulista,1971,1971-03-07,Ferroviária (SP),4,1,Santos,VC,3,0,11
Paulista,1971,1971-03-07,Portuguesa,3,2,São Paulo,VC,3,0,12
Paulista,1971,1971-03-12,São Paulo,4,2,Paulista,VC,3,0,13
Paulista,1971,1971-03-13,Ponte Preta,0,1,Ferroviária (SP),VV,0,3,14
Paulista,1971,1971-03-13,Juventus (SP),1,0,Corinthians,VC,3,0,15
Paulista,1971,1971-03-14,Guarani,0,4,Palmeiras,VV,0,3,16
Paulista,1971,1971-03-14,São Bento,2,2,Botafogo (SP),E,1,1,17
Paulista,1971,1971-03-14,Portuguesa,0,1,Santos,VV,0,3,18
Paulista,1971,1971-03-14,Santos,3,1,São Bento,VC,3,0,19
Paulista,1971,1971-03-21,Paulista,1,2,Juventus (SP),VV,0,3,20
Paulista,1971,1971-03-21,São Paulo,2,1,Palmeiras,VC,3,0,21
Paulista,1971,1971-03-21,Botafogo (SP),2,1,Portuguesa,VC,3,0,22
Paulista,1971,1971-03-21,Ponte Preta,5,0,São Bento,VC,3,0,23
Paulista,1971,1971-03-21,Ferroviária (SP),2,2,Corinthians,E,1,1,24
Paulista,1971,1971-03-21,Santos,2,2,Guarani,E,1,1,25
Paulista,1971,1971-03-24,Portuguesa,1,0,Corinthians,VC,3,0,26
Paulista,1971,1971-03-24,Ferroviária (SP),1,1,Paulista,E,1,1,27
Paulista,1971,1971-03-24,Guarani,3,1,São Bento,VC,3,0,28
Paulista,1971,1971-03-27,Portuguesa,3,0,Juventus (SP),VC,3,0,29
Paulista,1971,1971-03-28,São Bento,1,0,Paulista,VC,3,0,30
Paulista,1971,1971-03-28,Ferroviária (SP),1,2,São Paulo,VV,0,3,31
Paulista,1971,1971-03-28,Palmeiras,2,0,Santos,VC,3,0,32
Paulista,1971,1971-03-28,Ponte Preta,1,0,Guarani,VC,3,0,33
Paulista,1971,1971-03-31,São Paulo,1,0,Ponte Preta,VC,3,0,34
Paulista,1971,1971-04-03,Portuguesa,1,0,Ferroviária (SP),VC,3,0,35
Paulista,1971,1971-04-04,Paulista,2,2,Guarani,E,1,1,36
Paulista,1971,1971-04-04,Ponte Preta,1,1,Palmeiras,E,1,1,37
