Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1962,1962-07-08,São Paulo,2,0,Jabaquara,VC,3,0,1
Paulista,1962,1962-07-08,Guarani,2,0,Portuguesa,VC,3,0,2
Paulista,1962,1962-07-08,Corinthians,5,0,XV  de Piracicaba,VC,3,0,3
Paulista,1962,1962-07-08,Juventus (SP),2,1,Esportiva Guaratinguetá,VC,3,0,4
Paulista,1962,1962-07-08,Noroeste,0,2,Ferroviária (SP),VV,0,3,5
Paulista,1962,1962-07-08,Taubaté,1,2,Botafogo (SP),VV,0,3,6
Paulista,1962,1962-07-08,Prudentina,0,0,Comercial (SP),E,1,1,7
Paulista,1962,1962-07-11,Botafogo (SP),2,1,Prudentina,VC,3,0,8
Paulista,1962,1962-07-12,Jabaquara,1,0,Juventus (SP),VC,3,0,9
Paulista,1962,1962-07-14,Palmeiras,5,1,Taubaté,VC,3,0,10
Paulista,1962,1962-07-15,XV  de Piracicaba,2,2,Ferroviária (SP),E,1,1,11
Paulista,1962,1962-07-15,Esportiva Guaratinguetá,1,2,Corinthians,VV,0,3,12
Paulista,1962,1962-07-15,Noroeste,4,0,Botafogo (SP),VC,3,0,13
Paulista,1962,1962-07-15,Guarani,2,1,Prudentina,VC,3,0,14
Paulista,1962,1962-07-15,Comercial (SP),3,1,Jabaquara,VC,3,0,15
Paulista,1962,1962-07-15,Portuguesa,0,2,Juventus (SP),VV,0,3,16
Paulista,1962,1962-07-18,Juventus (SP),3,1,XV  de Piracicaba,VC,3,0,17
Paulista,1962,1962-07-18,Taubaté,0,1,Comercial (SP),VV,0,3,18
Paulista,1962,1962-07-22,Santos,5,0,Esportiva Guaratinguetá,VC,3,0,19
Paulista,1962,1962-07-22,Taubaté,0,1,Juventus (SP),VV,0,3,20
Paulista,1962,1962-07-22,XV  de Piracicaba,1,2,Palmeiras,VV,0,3,21
Paulista,1962,1962-07-22,Corinthians,4,0,Botafogo (SP),VC,3,0,22
Paulista,1962,1962-07-22,Ferroviária (SP),3,0,Jabaquara,VC,3,0,23
Paulista,1962,1962-07-22,Prudentina,2,5,São Paulo,VV,0,3,24
Paulista,1962,1962-07-22,Noroeste,1,3,Portuguesa,VV,0,3,25
Paulista,1962,1962-07-25,Santos,5,1,XV  de Piracicaba,VC,3,0,26
Paulista,1962,1962-07-25,Portuguesa,2,1,Taubaté,VC,3,0,27
Paulista,1962,1962-07-25,Corinthians,2,1,Comercial (SP),VC,3,0,28
Paulista,1962,1962-07-29,Prudentina,2,1,Ferroviária (SP),VC,3,0,29
Paulista,1962,1962-07-29,Botafogo (SP),2,1,Comercial (SP),VC,3,0,30
Paulista,1962,1962-07-29,Taubaté,1,4,Corinthians,VV,0,3,31
Paulista,1962,1962-07-29,Portuguesa,0,0,São Paulo,E,1,1,32
Paulista,1962,1962-07-29,Jabaquara,1,5,Palmeiras,VV,0,3,33
Paulista,1962,1962-07-29,Guarani,1,1,Noroeste,E,1,1,34
Paulista,1962,1962-08-01,Jabaquara,2,1,Prudentina,VC,3,0,35
Paulista,1962,1962-08-01,Palmeiras,2,0,Guarani,VC,3,0,36
Paulista,1962,1962-08-05,São Paulo,3,1,Guarani,VC,3,0,37
Paulista,1962,1962-08-05,Comercial (SP),4,2,Portuguesa,VC,3,0,38
Paulista,1962,1962-08-05,Corinthians,1,1,Juventus (SP),E,1,1,39
Paulista,1962,1962-08-05,Esportiva Guaratinguetá,0,0,Taubaté,E,1,1,40
Paulista,1962,1962-08-05,Ferroviária (SP),3,1,Palmeiras,VC,3,0,41
Paulista,1962,1962-08-05,Prudentina,0,2,Santos,VV,0,3,42
