Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Robertão,1969,1969-09-06,Flamengo,0,0,Portuguesa,E,1,1,1
Robertão,1969,1969-09-07,Bahia,1,1,Santa Cruz,E,1,1,2
Robertão,1969,1969-09-07,Fluminense,0,3,Cruzeiro,VV,0,3,3
Robertão,1969,1969-09-07,Atlético-MG,3,1,Grêmio,VC,3,0,4
Robertão,1969,1969-09-07,Coritiba,2,1,Vasco,VC,3,0,5
Robertão,1969,1969-09-07,Internacional,3,1,Botafogo,VC,3,0,6
Robertão,1969,1969-09-10,Portuguesa,2,2,America-RJ,E,1,1,7
Robertão,1969,1969-09-10,Coritiba,0,2,Internacional,VV,0,3,8
Robertão,1969,1969-09-10,Bahia,1,3,Fluminense,VV,0,3,9
Robertão,1969,1969-09-10,Flamengo,2,1,Palmeiras,VC,3,0,10
Robertão,1969,1969-09-13,Vasco,3,1,Atlético-MG,VC,3,0,11
Robertão,1969,1969-09-14,Santa Cruz,1,2,Fluminense,VV,0,3,12
Robertão,1969,1969-09-14,Flamengo,0,3,Grêmio,VV,0,3,13
Robertão,1969,1969-09-14,Cruzeiro,0,1,Botafogo,VV,0,3,14
Robertão,1969,1969-09-14,Corinthians,2,2,Portuguesa,E,1,1,15
Robertão,1969,1969-09-14,Coritiba,2,1,São Paulo,VC,3,0,16
Robertão,1969,1969-09-14,Internacional,3,0,Palmeiras,VC,3,0,17
Robertão,1969,1969-09-17,Palmeiras,0,1,Cruzeiro,VV,0,3,18
Robertão,1969,1969-09-17,America-RJ,2,1,Fluminense,VC,3,0,19
Robertão,1969,1969-09-17,Santa Cruz,2,1,Flamengo,VC,3,0,20
Robertão,1969,1969-09-17,Bahia,1,3,Corinthians,VV,0,3,21
Robertão,1969,1969-09-20,Palmeiras,2,2,America-RJ,E,1,1,22
Robertão,1969,1969-09-21,Santa Cruz,0,0,Corinthians,E,1,1,23
Robertão,1969,1969-09-21,Bahia,0,0,Flamengo,E,1,1,24
Robertão,1969,1969-09-21,Vasco,2,2,Fluminense,E,1,1,25
Robertão,1969,1969-09-21,Cruzeiro,1,1,Portuguesa,E,1,1,26
Robertão,1969,1969-09-21,São Paulo,2,5,Atlético-MG,VV,0,3,27
Robertão,1969,1969-09-21,Coritiba,3,1,Botafogo,VC,3,0,28
Robertão,1969,1969-09-21,Internacional,1,0,Grêmio,VC,3,0,29
Robertão,1969,1969-09-24,America-RJ,0,0,Internacional,E,1,1,30
Robertão,1969,1969-09-24,Atlético-MG,3,1,Coritiba,VC,3,0,31
Robertão,1969,1969-09-24,Corinthians,2,0,Cruzeiro,VC,3,0,32
Robertão,1969,1969-09-27,Botafogo,2,1,America-RJ,VC,3,0,33
Robertão,1969,1969-09-28,Coritiba,2,0,Portuguesa,VC,3,0,34
Robertão,1969,1969-09-28,Grêmio,2,1,Santos,VC,3,0,35
Robertão,1969,1969-09-28,Corinthians,3,1,Internacional,VC,3,0,36
Robertão,1969,1969-09-28,Bahia,2,0,Palmeiras,VC,3,0,37
Robertão,1969,1969-09-28,Fluminense,4,1,Flamengo,VC,3,0,38
Robertão,1969,1969-09-28,Cruzeiro,2,1,Atlético-MG,VC,3,0,39
Robertão,1969,1969-09-28,Santa Cruz,0,3,Vasco,VV,0,3,40
Robertão,1969,1969-10-01,Santa Cruz,2,3,Palmeiras,VV,0,3,41
Robertão,1969,1969-10-01,Bahia,1,1,Vasco,E,1,1,42
Robertão,1969,1969-10-01,America-RJ,1,2,Cruzeiro,VV,0,3,43
Robertão,1969,1969-10-01,Corinthians,2,0,São Paulo,VC,3,0,44
Robertão,1969,1969-10-01,Internacional,2,1,Atlético-MG,VC,3,0,45
Robertão,1969,1969-10-05,Flamengo,3,1,Vasco,VC,3,0,46
Robertão,1969,1969-10-05,Atlético-MG,2,0,America-RJ,VC,3,0,47
Robertão,1969,1969-10-05,Santos,2,3,Cruzeiro,VV,0,3,48
Robertão,1969,1969-10-05,Coritiba,1,1,Fluminense,E,1,1,49
Robertão,1969,1969-10-05,Grêmio,1,0,Corinthians,VC,3,0,50
Robertão,1969,1969-10-08,Botafogo,1,0,São Paulo,VC,3,0,51
Robertão,1969,1969-10-08,Internacional,3,0,Santos,VC,3,0,52
Robertão,1969,1969-10-08,Bahia,0,4,America-RJ,VV,0,3,53
Robertão,1969,1969-10-11,Fluminense,2,1,Grêmio,VC,3,0,54
Robertão,1969,1969-10-12,Internacional,1,3,Portuguesa,VV,0,3,55
Robertão,1969,1969-10-12,Santa Cruz,3,3,America-RJ,E,1,1,56
Robertão,1969,1969-10-12,Bahia,2,3,São Paulo,VV,0,3,57
Robertão,1969,1969-10-12,Botafogo,2,0,Vasco,VC,3,0,58
Robertão,1969,1969-10-12,Atlético-MG,1,2,Corinthians,VV,0,3,59
Robertão,1969,1969-10-12,Palmeiras,2,1,Santos,VC,3,0,60
Robertão,1969,1969-10-12,Coritiba,1,1,Flamengo,E,1,1,61
Robertão,1969,1969-10-15,Santa Cruz,1,1,São Paulo,E,1,1,62
Robertão,1969,1969-10-15,Bahia,2,1,Cruzeiro,VC,3,0,63
Robertão,1969,1969-10-15,Flamengo,1,3,Atlético-MG,VV,0,3,64
Robertão,1969,1969-10-15,Santos,6,2,Portuguesa,VC,3,0,65
Robertão,1969,1969-10-18,Portuguesa,2,1,São Paulo,VC,3,0,66
Robertão,1969,1969-10-18,Fluminense,2,0,Palmeiras,VC,3,0,67
Robertão,1969,1969-10-19,Coritiba,0,0,Bahia,E,1,1,68
Robertão,1969,1969-10-19,Cruzeiro,2,2,Flamengo,E,1,1,69
Robertão,1969,1969-10-19,Grêmio,0,0,Botafogo,E,1,1,70
Robertão,1969,1969-10-19,Santa Cruz,3,1,Atlético-MG,VC,3,0,71
Robertão,1969,1969-10-19,Vasco,0,0,America-RJ,E,1,1,72
