Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Série A,1974,1974-03-09,Vasco,2,0,Coritiba,VC,3,0,1
Série A,1974,1974-03-09,Ceará,1,1,Rio Negro-AM,E,1,1,2
Série A,1974,1974-03-09,Palmeiras,4,3,Santa Cruz,VC,3,0,3
Série A,1974,1974-03-09,Bahia,2,1,Paysandu,VC,3,0,4
Série A,1974,1974-03-10,Grêmio,1,0,Olaria,VC,3,0,5
Série A,1974,1974-03-10,Nacional-AM,0,1,São Paulo,VV,0,3,6
Série A,1974,1974-03-10,Fortaleza,2,0,América-MG,VC,3,0,7
Série A,1974,1974-03-10,Santos,1,2,Portuguesa,VV,0,3,8
Série A,1974,1974-03-10,Náutico,2,0,Atlético-MG,VC,3,0,9
Série A,1974,1974-03-10,Cruzeiro,0,0,Guarani,E,1,1,10
Série A,1974,1974-03-10,Fluminense,1,1,America-RJ,E,1,1,11
Série A,1974,1974-03-10,Goiás,1,0,Sport,VC,3,0,12
Série A,1974,1974-03-10,CEUB,1,2,Corinthians,VV,0,3,13
Série A,1974,1974-03-10,Remo,2,2,Botafogo,E,1,1,14
Série A,1974,1974-03-10,Desportiva Capixaba,1,0,Itabaiana,VC,3,0,15
Série A,1974,1974-03-10,Athletico-PR,1,0,Internacional,VC,3,0,16
Série A,1974,1974-03-10,Vitória,1,2,Tiradentes,VV,0,3,17
Série A,1974,1974-03-10,Sampaio Corrêa,1,2,Flamengo,VV,0,3,18
Série A,1974,1974-03-10,América-RN,1,1,Avaí,E,1,1,19
Série A,1974,1974-03-13,Goiás,0,0,Corinthians,E,1,1,20
Série A,1974,1974-03-13,Cruzeiro,1,0,Náutico,VC,3,0,21
Série A,1974,1974-03-13,Sport,1,0,Atlético-MG,VC,3,0,22
Série A,1974,1974-03-13,Rio Negro-AM,2,4,São Paulo,VV,0,3,23
Série A,1974,1974-03-13,CEUB,1,0,Fortaleza,VC,3,0,24
Série A,1974,1974-03-13,Desportiva Capixaba,0,0,Vasco,E,1,1,25
Série A,1974,1974-03-13,Fluminense,2,1,Itabaiana,VC,3,0,26
