Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1969,1969-01-26,América (SP),3,1,Paulista,VC,3,0,1
Paulista,1969,1969-01-26,Botafogo (SP),0,0,Ferroviária (SP),E,1,1,2
Paulista,1969,1969-01-26,Guarani,2,3,São Bento,VV,0,3,3
Paulista,1969,1969-01-26,Portuguesa Santista,1,0,XV de Piracicaba,VC,3,0,4
Paulista,1969,1969-01-29,Botafogo (SP),2,1,Paulista,VC,3,0,5
Paulista,1969,1969-01-29,Guarani,3,1,Portuguesa Santista,VC,3,0,6
Paulista,1969,1969-02-02,Juventus (SP),1,1,Paulista,E,1,1,7
Paulista,1969,1969-02-02,Portuguesa Santista,1,2,Ferroviária (SP),VV,0,3,8
Paulista,1969,1969-02-02,São Bento,1,1,Botafogo (SP),E,1,1,9
Paulista,1969,1969-02-02,São Paulo,4,1,Guarani,VC,3,0,10
Paulista,1969,1969-02-05,XV de Piracicaba,1,2,Portuguesa,VV,0,3,11
Paulista,1969,1969-02-05,São Bento,2,1,Juventus (SP),VC,3,0,12
Paulista,1969,1969-02-05,Botafogo (SP),2,1,América (SP),VC,3,0,13
Paulista,1969,1969-02-08,Palmeiras,4,0,Botafogo (SP),VC,3,0,14
Paulista,1969,1969-02-09,América (SP),3,2,Juventus (SP),VC,3,0,15
Paulista,1969,1969-02-09,Ferroviária (SP),2,1,São Bento,VC,3,0,16
Paulista,1969,1969-02-09,Paulista,0,3,Portuguesa Santista,VV,0,3,17
Paulista,1969,1969-02-09,Portuguesa,2,0,Guarani,VC,3,0,18
Paulista,1969,1969-02-09,XV de Piracicaba,1,0,São Paulo,VC,3,0,19
Paulista,1969,1969-02-12,Portuguesa,2,1,São Bento,VC,3,0,20
Paulista,1969,1969-02-14,Santos,6,2,XV de Piracicaba,VC,3,0,21
Paulista,1969,1969-02-15,Corinthians,2,0,Portuguesa Santista,VC,3,0,22
Paulista,1969,1969-02-22,Santos,4,1,Portuguesa,VC,3,0,23
Paulista,1969,1969-02-22,Corinthians,4,0,São Bento,VC,3,0,24
Paulista,1969,1969-02-23,América (SP),1,1,XV de Piracicaba,E,1,1,25
Paulista,1969,1969-02-23,Ferroviária (SP),2,1,Paulista,VC,3,0,26
Paulista,1969,1969-02-23,Juventus (SP),0,0,Guarani,E,1,1,27
Paulista,1969,1969-02-23,Portuguesa Santista,1,1,Botafogo (SP),E,1,1,28
Paulista,1969,1969-02-23,São Paulo,3,1,Palmeiras,VC,3,0,29
Paulista,1969,1969-02-26,Santos,3,0,Ferroviária (SP),VC,3,0,30
Paulista,1969,1969-02-26,São Bento,1,4,São Paulo,VV,0,3,31
Paulista,1969,1969-03-01,Palmeiras,2,0,Portuguesa,VC,3,0,32
Paulista,1969,1969-03-02,São Paulo,2,4,Corinthians,VV,0,3,33
Paulista,1969,1969-03-02,São Bento,3,1,América (SP),VC,3,0,34
Paulista,1969,1969-03-02,Paulista,1,2,Santos,VV,0,3,35
Paulista,1969,1969-03-02,Juventus (SP),1,1,XV de Piracicaba,E,1,1,36
Paulista,1969,1969-03-02,Guarani,4,2,Ferroviária (SP),VC,3,0,37
Paulista,1969,1969-03-05,Portuguesa Santista,2,2,São Paulo,E,1,1,38
Paulista,1969,1969-03-05,Guarani,1,0,Santos,VC,3,0,39
Paulista,1969,1969-03-05,Portuguesa,0,0,Ferroviária (SP),E,1,1,40
Paulista,1969,1969-03-05,XV de Piracicaba,0,5,Corinthians,VV,0,3,41
Paulista,1969,1969-03-06,Palmeiras,3,0,América (SP),VC,3,0,42
Paulista,1969,1969-03-08,Portuguesa Santista,1,3,Portuguesa,VV,0,3,43
Paulista,1969,1969-03-09,São Paulo,0,3,Santos,VV,0,3,44
Paulista,1969,1969-03-09,Paulista,1,1,XV de Piracicaba,E,1,1,45
Paulista,1969,1969-03-09,Juventus (SP),0,1,Ferroviária (SP),VV,0,3,46
Paulista,1969,1969-03-09,Guarani,0,2,Palmeiras,VV,0,3,47
Paulista,1969,1969-03-09,América (SP),1,1,Corinthians,E,1,1,48
Paulista,1969,1969-03-12,Corinthians,1,0,Juventus (SP),VC,3,0,49
Paulista,1969,1969-03-12,Santos,4,2,São Bento,VC,3,0,50
Paulista,1969,1969-03-12,XV de Piracicaba,0,1,Palmeiras,VV,0,3,51
