Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Série A,1975,1975-08-20,Fluminense,0,1,Coritiba,VV,0,3,1
Série A,1975,1975-08-20,Desportiva Capixaba,0,0,Vitória,E,1,1,2
Série A,1975,1975-08-20,Sergipe,0,0,São Paulo,E,1,1,3
Série A,1975,1975-08-20,Internacional,3,1,Figueirense,VC,3,0,4
Série A,1975,1975-08-20,CSA,1,0,Grêmio,VC,3,0,5
Série A,1975,1975-08-20,Goiás,0,0,Santos,E,1,1,6
Série A,1975,1975-08-20,Fortaleza,2,0,América-MG,VC,3,0,7
Série A,1975,1975-08-20,Corinthians,1,0,America-RJ,VC,3,0,8
Série A,1975,1975-08-20,Athletico-PR,2,1,Botafogo,VC,3,0,9
Série A,1975,1975-08-20,Rio Negro-AM,1,1,Tiradentes,E,1,1,10
Série A,1975,1975-08-20,Moto Clube,4,3,Paysandu,VC,3,0,11
Série A,1975,1975-08-21,Flamengo,1,2,Sport,VV,0,3,12
Série A,1975,1975-08-21,Palmeiras,1,1,Guarani,E,1,1,13
Série A,1975,1975-08-23,Vitória,0,5,Internacional,VV,0,3,14
Série A,1975,1975-08-23,Botafogo,2,1,Paysandu,VC,3,0,15
Série A,1975,1975-08-24,Bahia,0,0,Flamengo,E,1,1,16
Série A,1975,1975-08-24,Goiânia,2,1,CEUB,VC,3,0,17
Série A,1975,1975-08-24,Sergipe,2,3,Náutico,VV,0,3,18
Série A,1975,1975-08-24,Campinense,0,2,CSA,VV,0,3,19
Série A,1975,1975-08-24,Santa Cruz,1,2,São Paulo,VV,0,3,20
Série A,1975,1975-08-24,Americano,2,1,Santos,VC,3,0,21
Série A,1975,1975-08-24,América-RN,2,1,Desportiva Capixaba,VC,3,0,22
Série A,1975,1975-08-24,Vasco,2,1,Grêmio,VC,3,0,23
Série A,1975,1975-08-24,Figueirense,0,0,Sport,E,1,1,24
Série A,1975,1975-08-24,Comercial-MS,0,0,Cruzeiro,E,1,1,25
Série A,1975,1975-08-24,Remo,1,0,Tiradentes,VC,3,0,26
Série A,1975,1975-08-24,Atlético-MG,0,0,Corinthians,E,1,1,27
Série A,1975,1975-08-24,Moto Clube,0,3,Ceará,VV,0,3,28
