Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Série A,1973,1973-08-25,Sport,0,0,Fortaleza,E,1,1,1
Série A,1973,1973-08-25,Ceará,2,2,Náutico,E,1,1,2
Série A,1973,1973-08-25,Comercial-MS,0,1,Flamengo,VV,0,3,3
Série A,1973,1973-08-25,Goiás,0,0,Olaria,E,1,1,4
Série A,1973,1973-08-25,Desportiva Capixaba,2,0,Sergipe,VC,3,0,5
Série A,1973,1973-08-25,Grêmio,4,0,Santa Cruz,VC,3,0,6
Série A,1973,1973-08-25,Remo,0,2,Palmeiras,VV,0,3,7
Série A,1973,1973-08-25,Athletico-PR,0,0,Vitória,E,1,1,8
Série A,1973,1973-08-25,Moto Clube,0,3,Cruzeiro,VV,0,3,9
Série A,1973,1973-08-25,CRB,0,1,América-MG,VV,0,3,10
Série A,1973,1973-08-25,Figueirense,0,0,Coritiba,E,1,1,11
Série A,1973,1973-08-25,Tiradentes-PI,0,0,Fluminense,E,1,1,12
Série A,1973,1973-08-25,Paysandu,2,1,Internacional,VC,3,0,13
Série A,1973,1973-08-25,CEUB,0,0,Botafogo,E,1,1,14
Série A,1973,1973-08-25,Corinthians,0,0,America-RJ,E,1,1,15
Série A,1973,1973-08-25,Bahia,1,1,São Paulo,E,1,1,16
Série A,1973,1973-08-25,América-RN,0,0,Rio Negro-AM,E,1,1,17
Série A,1973,1973-08-26,Nacional-AM,1,1,Guarani,E,1,1,18
Série A,1973,1973-08-29,Moto Clube,1,4,Fluminense,VV,0,3,19
Série A,1973,1973-08-29,Figueirense,2,2,Botafogo,E,1,1,20
Série A,1973,1973-08-29,CRB,0,1,São Paulo,VV,0,3,21
Série A,1973,1973-08-29,Tiradentes-PI,1,1,Cruzeiro,E,1,1,22
Série A,1973,1973-08-29,Santa Cruz,1,1,Ceará,E,1,1,23
Série A,1973,1973-08-29,América-RN,1,1,Grêmio,E,1,1,24
Série A,1973,1973-08-29,Guarani,0,1,Corinthians,VV,0,3,25
Série A,1973,1973-08-29,Remo,1,0,Portuguesa,VC,3,0,26
Série A,1973,1973-08-29,Vitória,2,0,Santos,VC,3,0,27
Série A,1973,1973-08-29,Rio Negro-AM,1,2,Palmeiras,VV,0,3,28
Série A,1973,1973-08-29,Desportiva Capixaba,2,0,Atlético-MG,VC,3,0,29
Série A,1973,1973-08-29,Goiás,1,0,Flamengo,VC,3,0,30
Série A,1973,1973-08-29,Sergipe,0,3,Vasco,VV,0,3,31
Série A,1973,1973-08-29,Coritiba,2,1,CEUB,VC,3,0,32
Série A,1973,1973-08-29,Fortaleza,1,1,Bahia,E,1,1,33
Série A,1973,1973-08-29,América-MG,4,1,Sport,VC,3,0,34
Série A,1973,1973-08-29,Comercial-MS,2,1,Olaria,VC,3,0,35
Série A,1973,1973-08-30,Nacional-AM,0,0,Internacional,E,1,1,36
Série A,1973,1973-08-30,Paysandu,0,0,America-RJ,E,1,1,37
Série A,1973,1973-08-30,Náutico,1,0,Athletico-PR,VC,3,0,38
Série A,1973,1973-08-31,Rio Negro-AM,1,3,Portuguesa,VV,0,3,39
Série A,1973,1973-08-31,Sport,0,3,São Paulo,VV,0,3,40
Série A,1973,1973-08-31,América-MG,1,0,Fortaleza,VC,3,0,41
Série A,1973,1973-08-31,Nacional-AM,1,1,America-RJ,E,1,1,42
Série A,1973,1973-08-31,Coritiba,3,0,Corinthians,VC,3,0,43
Série A,1973,1973-08-31,Paysandu,0,2,Guarani,VV,0,3,44
Série A,1973,1973-08-31,CEUB,2,1,Figueirense,VC,3,0,45
Série A,1973,1973-08-31,Botafogo,4,0,Fluminense,VC,3,0,46
Série A,1973,1973-09-02,Internacional,0,1,Cruzeiro,VV,0,3,47
Série A,1973,1973-09-02,CRB,0,1,Bahia,VV,0,3,48
Série A,1973,1973-09-02,Moto Clube,0,1,Tiradentes-PI,VV,0,3,49
Série A,1973,1973-09-02,Vitória,0,0,Vasco,E,1,1,50
Série A,1973,1973-09-02,Santa Cruz,3,1,Flamengo,VC,3,0,51
Série A,1973,1973-09-02,Santos,0,0,Palmeiras,E,1,1,52
Série A,1973,1973-09-02,Atlético-MG,0,0,Grêmio,E,1,1,53
Série A,1973,1973-09-02,Desportiva Capixaba,0,1,Remo,VV,0,3,54
Série A,1973,1973-09-02,Ceará,0,1,Athletico-PR,VV,0,3,55
Série A,1973,1973-09-02,América-RN,2,0,Sergipe,VC,3,0,56
Série A,1973,1973-09-02,Goiás,2,0,Comercial-MS,VC,3,0,57
Série A,1973,1973-09-05,Desportiva Capixaba,0,1,Vasco,VV,0,3,58
Série A,1973,1973-09-05,Fortaleza,3,2,Coritiba,VC,3,0,59
