Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1957,1957-06-09,Portuguesa Santista,3,1,Ferroviária (SP),VC,3,0,1
Paulista,1957,1957-06-09,XV de Jaú,4,1,Ypiranga (SP),VC,3,0,2
Paulista,1957,1957-06-09,Palmeiras,5,2,Noroeste,VC,3,0,3
Paulista,1957,1957-06-09,Juventus (SP),1,1,Botafogo (SP),E,1,1,4
Paulista,1957,1957-06-09,Guarani,5,1,Jabaquara,VC,3,0,5
Paulista,1957,1957-06-09,Nacional (SP),4,1,Linense,VC,3,0,6
Paulista,1957,1957-06-09,Portuguesa,2,2,Ponte Preta,E,1,1,7
Paulista,1957,1957-06-09,XV de Piracicaba,1,0,Taubaté,VC,3,0,8
Paulista,1957,1957-06-13,Ypiranga (SP),2,1,Juventus (SP),VC,3,0,9
Paulista,1957,1957-06-15,São Bento (SP),1,0,XV de Jaú,VC,3,0,10
Paulista,1957,1957-06-16,Linense,2,3,XV de Piracicaba,VV,0,3,11
Paulista,1957,1957-06-16,Ponte Preta,3,1,Juventus (SP),VC,3,0,12
Paulista,1957,1957-06-16,Botafogo (SP),1,0,Portuguesa Santista,VC,3,0,13
Paulista,1957,1957-06-16,Nacional (SP),1,0,Ypiranga (SP),VC,3,0,14
Paulista,1957,1957-06-16,Taubaté,2,2,Corinthians,E,1,1,15
Paulista,1957,1957-06-16,Jabaquara,1,4,Ferroviária (SP),VV,0,3,16
Paulista,1957,1957-06-16,Noroeste,1,1,Portuguesa,E,1,1,17
Paulista,1957,1957-06-23,XV de Piracicaba,4,2,Jabaquara,VC,3,0,18
Paulista,1957,1957-06-23,Santos,7,1,Linense,VC,3,0,19
Paulista,1957,1957-06-23,Botafogo (SP),4,1,XV de Jaú,VC,3,0,20
Paulista,1957,1957-06-23,São Bento (SP),0,0,Guarani,E,1,1,21
Paulista,1957,1957-06-23,Ponte Preta,3,1,Palmeiras,VC,3,0,22
Paulista,1957,1957-06-23,Ypiranga (SP),2,1,Ferroviária (SP),VC,3,0,23
Paulista,1957,1957-06-23,Noroeste,1,1,Portuguesa Santista,E,1,1,24
Paulista,1957,1957-06-23,Taubaté,5,3,Nacional (SP),VC,3,0,25
Paulista,1957,1957-06-26,Portuguesa Santista,3,2,XV de Piracicaba,VC,3,0,26
Paulista,1957,1957-06-30,Palmeiras,1,1,Ypiranga (SP),E,1,1,27
Paulista,1957,1957-06-30,Taubaté,1,0,Linense,VC,3,0,28
Paulista,1957,1957-06-30,Ferroviária (SP),4,1,Juventus (SP),VC,3,0,29
Paulista,1957,1957-06-30,Portuguesa,3,1,XV de Piracicaba,VC,3,0,30
Paulista,1957,1957-06-30,Noroeste,2,2,Botafogo (SP),E,1,1,31
Paulista,1957,1957-06-30,XV de Jaú,1,0,Ponte Preta,VC,3,0,32
Paulista,1957,1957-06-30,Guarani,6,3,Nacional (SP),VC,3,0,33
Paulista,1957,1957-06-30,Santos,5,2,São Bento (SP),VC,3,0,34
Paulista,1957,1957-07-07,Linense,0,7,Noroeste,VV,0,3,35
Paulista,1957,1957-07-07,Ypiranga (SP),0,3,Guarani,VV,0,3,36
Paulista,1957,1957-07-07,Botafogo (SP),2,1,Taubaté,VC,3,0,37
Paulista,1957,1957-07-07,Ponte Preta,0,2,São Bento (SP),VV,0,3,38
Paulista,1957,1957-07-07,Jabaquara,2,1,Portuguesa Santista,VC,3,0,39
Paulista,1957,1957-07-07,XV de Piracicaba,6,3,XV de Jaú,VC,3,0,40
Paulista,1957,1957-07-10,Jabaquara,1,0,Botafogo (SP),VC,3,0,41
Paulista,1957,1957-07-11,Portuguesa,3,2,Juventus (SP),VC,3,0,42
Paulista,1957,1957-07-13,Corinthians,3,1,Ypiranga (SP),VC,3,0,43
Paulista,1957,1957-07-14,São Bento (SP),1,2,Noroeste,VV,0,3,44
Paulista,1957,1957-07-14,Guarani,0,2,Portuguesa Santista,VV,0,3,45
Paulista,1957,1957-07-14,Nacional (SP),0,2,Ponte Preta,VV,0,3,46
Paulista,1957,1957-07-14,XV de Jaú,1,1,Linense,E,1,1,47
Paulista,1957,1957-07-14,Botafogo (SP),1,0,São Paulo,VC,3,0,48
Paulista,1957,1957-07-14,Ferroviária (SP),2,1,Taubaté,VC,3,0,49
Paulista,1957,1957-07-14,Juventus (SP),0,1,Jabaquara,VV,0,3,50
Paulista,1957,1957-07-14,Portuguesa,2,1,Palmeiras,VC,3,0,51
Paulista,1957,1957-07-14,Santos,5,3,XV de Piracicaba,VC,3,0,52
Paulista,1957,1957-07-17,Palmeiras,4,0,São Bento (SP),VC,3,0,53
Paulista,1957,1957-07-17,Santos,1,0,Noroeste,VC,3,0,54
Paulista,1957,1957-07-18,Corinthians,7,1,Ferroviária (SP),VC,3,0,55
Paulista,1957,1957-07-20,São Paulo,7,0,Linense,VC,3,0,56
Paulista,1957,1957-07-21,Noroeste,3,3,Guarani,E,1,1,57
Paulista,1957,1957-07-21,Portuguesa Santista,0,0,São Bento (SP),E,1,1,58
Paulista,1957,1957-07-21,Palmeiras,2,0,Botafogo (SP),VC,3,0,59
Paulista,1957,1957-07-21,Portuguesa,2,0,XV de Jaú,VC,3,0,60
Paulista,1957,1957-07-21,Ponte Preta,4,0,Ferroviária (SP),VC,3,0,61
Paulista,1957,1957-07-21,XV de Piracicaba,1,0,Ypiranga (SP),VC,3,0,62
Paulista,1957,1957-07-21,Corinthians,2,1,Santos,VC,3,0,63
Paulista,1957,1957-07-24,São Paulo,4,2,Taubaté,VC,3,0,64
Paulista,1957,1957-07-25,Corinthians,1,1,XV de Jaú,E,1,1,65
Paulista,1957,1957-07-27,Santos,7,2,Ponte Preta,VC,3,0,66
Paulista,1957,1957-07-27,Palmeiras,1,0,Nacional (SP),VC,3,0,67
Paulista,1957,1957-07-28,Guarani,1,3,Botafogo (SP),VV,0,3,68
Paulista,1957,1957-07-28,São Paulo,4,1,Noroeste,VC,3,0,69
Paulista,1957,1957-07-28,Linense,1,0,Portuguesa Santista,VC,3,0,70
Paulista,1957,1957-07-28,Corinthians,2,1,XV de Piracicaba,VC,3,0,71
Paulista,1957,1957-07-28,Juventus (SP),2,0,XV de Jaú,VC,3,0,72
Paulista,1957,1957-07-28,Jabaquara,3,2,Ypiranga (SP),VC,3,0,73
Paulista,1957,1957-07-28,São Bento (SP),3,1,Ferroviária (SP),VC,3,0,74
Paulista,1957,1957-07-28,Portuguesa,3,0,Taubaté,VC,3,0,75
Paulista,1957,1957-07-31,Jabaquara,6,4,Santos,VC,3,0,76
Paulista,1957,1957-07-31,Juventus (SP),4,1,São Bento (SP),VC,3,0,77
Paulista,1957,1957-08-01,São Paulo,1,1,XV de Jaú,E,1,1,78
Paulista,1957,1957-08-03,Botafogo (SP),6,0,Linense,VC,3,0,79
Paulista,1957,1957-08-03,Corinthians,2,1,Guarani,VC,3,0,80
Paulista,1957,1957-08-03,Portuguesa Santista,1,2,Nacional (SP),VV,0,3,81
Paulista,1957,1957-08-04,XV de Piracicaba,4,0,Juventus (SP),VC,3,0,82
Paulista,1957,1957-08-04,Palmeiras,0,0,São Paulo,E,1,1,83
Paulista,1957,1957-08-04,XV de Jaú,3,3,Noroeste,E,1,1,84
Paulista,1957,1957-08-04,Portuguesa,3,0,São Bento (SP),VC,3,0,85
Paulista,1957,1957-08-04,Ferroviária (SP),3,2,Santos,VC,3,0,86
Paulista,1957,1957-08-04,Jabaquara,2,1,Taubaté,VC,3,0,87
Paulista,1957,1957-08-04,Ypiranga (SP),1,3,Ponte Preta,VV,0,3,88
Paulista,1957,1957-08-07,São Paulo,0,0,Nacional (SP),E,1,1,89
Paulista,1957,1957-08-08,Portuguesa,1,0,Botafogo (SP),VC,3,0,90
Paulista,1957,1957-08-10,Palmeiras,0,0,Ferroviária (SP),E,1,1,91
Paulista,1957,1957-08-10,São Paulo,2,0,Jabaquara,VC,3,0,92
Paulista,1957,1957-08-11,Corinthians,2,1,Portuguesa,VC,3,0,93
Paulista,1957,1957-08-11,Taubaté,0,1,Noroeste,VV,0,3,94
Paulista,1957,1957-08-11,Ponte Preta,2,1,Guarani,VC,3,0,95
Paulista,1957,1957-08-11,Nacional (SP),3,0,XV de Jaú,VC,3,0,96
Paulista,1957,1957-08-11,Ypiranga (SP),1,4,Portuguesa Santista,VV,0,3,97
Paulista,1957,1957-08-11,Linense,0,2,Juventus (SP),VV,0,3,98
Paulista,1957,1957-08-11,São Bento (SP),2,0,XV de Piracicaba,VC,3,0,99
Paulista,1957,1957-08-11,Santos,4,2,Botafogo (SP),VC,3,0,100
Paulista,1957,1957-08-14,Palmeiras,6,2,Linense,VC,3,0,101
Paulista,1957,1957-08-15,Santos,8,1,Guarani,VC,3,0,102
Paulista,1957,1957-08-15,São Paulo,1,1,Ferroviária (SP),E,1,1,103
Paulista,1957,1957-08-15,Corinthians,1,0,Nacional (SP),VC,3,0,104
