Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Série A,1972,1972-09-09,Botafogo,1,1,Santos,E,1,1,1
Série A,1972,1972-09-09,Vitória,0,0,Remo,E,1,1,2
Série A,1972,1972-09-09,Cruzeiro,0,0,América-MG,E,1,1,3
Série A,1972,1972-09-10,Flamengo,1,1,America-RJ,E,1,1,4
Série A,1972,1972-09-10,Bahia,1,0,Nacional-AM,VC,3,0,5
Série A,1972,1972-09-10,Corinthians,1,1,Fluminense,E,1,1,6
Série A,1972,1972-09-10,Atlético-MG,0,1,Vasco,VV,0,3,7
Série A,1972,1972-09-10,Grêmio,2,0,São Paulo,VC,3,0,8
Série A,1972,1972-09-10,Coritiba,1,0,Palmeiras,VC,3,0,9
Série A,1972,1972-09-10,ABC,0,0,CRB,E,1,1,10
Série A,1972,1972-09-10,Sergipe,1,3,Ceará,VV,0,3,11
Série A,1972,1972-09-10,Náutico,0,0,Santa Cruz,E,1,1,12
Série A,1972,1972-09-13,Sergipe,0,1,Santos,VV,0,3,13
Série A,1972,1972-09-13,Portuguesa,0,1,Santa Cruz,VV,0,3,14
Série A,1972,1972-09-13,Remo,0,0,Vasco,E,1,1,15
Série A,1972,1972-09-13,Bahia,0,0,America-RJ,E,1,1,16
Série A,1972,1972-09-13,América-MG,0,0,Corinthians,E,1,1,17
Série A,1972,1972-09-13,Ceará,3,1,Internacional,VC,3,0,18
Série A,1972,1972-09-13,Nacional-AM,0,0,Flamengo,E,1,1,19
Série A,1972,1972-09-13,Grêmio,1,0,Atlético-MG,VC,3,0,20
Série A,1972,1972-09-13,Coritiba,0,0,Botafogo,E,1,1,21
Série A,1972,1972-09-13,Náutico,1,2,Cruzeiro,VV,0,3,22
Série A,1972,1972-09-13,ABC,0,3,São Paulo,VV,0,3,23
Série A,1972,1972-09-13,CRB,0,2,Fluminense,VV,0,3,24
Série A,1972,1972-09-14,Vitória,0,3,Palmeiras,VV,0,3,25
Série A,1972,1972-09-16,Náutico,0,1,Fluminense,VV,0,3,26
Série A,1972,1972-09-17,Nacional-AM,1,3,Vasco,VV,0,3,27
Série A,1972,1972-09-17,Remo,1,0,Flamengo,VC,3,0,28
Série A,1972,1972-09-17,ABC,1,2,Internacional,VV,0,3,29
Série A,1972,1972-09-17,Ceará,1,1,São Paulo,E,1,1,30
Série A,1972,1972-09-17,Coritiba,1,0,Bahia,VC,3,0,31
Série A,1972,1972-09-17,Botafogo,1,2,Grêmio,VV,0,3,32
Série A,1972,1972-09-17,América-MG,2,2,Portuguesa,E,1,1,33
Série A,1972,1972-09-17,CRB,1,4,Cruzeiro,VV,0,3,34
Série A,1972,1972-09-17,Vitória,1,0,Santos,VC,3,0,35
Série A,1972,1972-09-17,Sergipe,1,1,Palmeiras,E,1,1,36
Série A,1972,1972-09-17,Corinthians,1,1,Atlético-MG,E,1,1,37
Série A,1972,1972-09-17,Santa Cruz,1,1,America-RJ,E,1,1,38
Série A,1972,1972-09-20,Bahia,1,1,Remo,E,1,1,39
Série A,1972,1972-09-20,Santa Cruz,0,0,Sergipe,E,1,1,40
Série A,1972,1972-09-20,Cruzeiro,0,1,Corinthians,VV,0,3,41
Série A,1972,1972-09-20,ABC,3,3,Nacional-AM,E,1,1,42
Série A,1972,1972-09-20,CRB,0,0,Náutico,E,1,1,43
Série A,1972,1972-09-20,Internacional,1,0,Grêmio,VC,3,0,44
Série A,1972,1972-09-20,Coritiba,0,0,Santos,E,1,1,45
Série A,1972,1972-09-20,Ceará,0,0,Vitória,E,1,1,46
Série A,1972,1972-09-20,Vasco,3,0,America-RJ,VC,3,0,47
Série A,1972,1972-09-20,Palmeiras,2,2,Botafogo,E,1,1,48
Série A,1972,1972-09-21,São Paulo,1,1,Portuguesa,E,1,1,49
Série A,1972,1972-09-21,América-MG,0,0,Fluminense,E,1,1,50
Série A,1972,1972-09-21,Flamengo,1,0,Atlético-MG,VC,3,0,51
Série A,1972,1972-09-23,Vasco,1,2,Internacional,VV,0,3,52
Série A,1972,1972-09-23,Palmeiras,3,0,Santa Cruz,VC,3,0,53
Série A,1972,1972-09-24,Remo,1,1,Botafogo,E,1,1,54
Série A,1972,1972-09-24,ABC,1,2,Atlético-MG,VV,0,3,55
Série A,1972,1972-09-24,Fluminense,2,1,Santos,VC,3,0,56
Série A,1972,1972-09-24,Ceará,0,0,Grêmio,E,1,1,57
Série A,1972,1972-09-24,CRB,0,0,Portuguesa,E,1,1,58
Série A,1972,1972-09-24,Náutico,1,1,America-RJ,E,1,1,59
Série A,1972,1972-09-24,Vitória,0,0,América-MG,E,1,1,60
Série A,1972,1972-09-24,Nacional-AM,2,0,Corinthians,VC,3,0,61
Série A,1972,1972-09-24,Cruzeiro,1,0,Bahia,VC,3,0,62
Série A,1972,1972-09-24,São Paulo,0,0,Flamengo,E,1,1,63
Série A,1972,1972-09-24,Coritiba,2,0,Sergipe,VC,3,0,64
Série A,1972,1972-09-27,Sergipe,0,2,América-MG,VV,0,3,65
Série A,1972,1972-09-27,CRB,0,1,America-RJ,VV,0,3,66
Série A,1972,1972-09-27,Náutico,2,1,Portuguesa,VC,3,0,67
Série A,1972,1972-09-27,ABC,1,1,Grêmio,E,1,1,68
Série A,1972,1972-09-27,Nacional-AM,1,2,Botafogo,VV,0,3,69
Série A,1972,1972-09-27,Coritiba,3,0,Vitória,VC,3,0,70
Série A,1972,1972-09-27,Ceará,1,3,Atlético-MG,VV,0,3,71
Série A,1972,1972-09-27,Remo,2,2,Corinthians,E,1,1,72
Série A,1972,1972-09-27,Bahia,0,1,Flamengo,VV,0,3,73
Série A,1972,1972-09-27,Palmeiras,1,1,Internacional,E,1,1,74
Série A,1972,1972-09-27,Fluminense,1,2,Cruzeiro,VV,0,3,75
Série A,1972,1972-09-28,Santos,1,0,São Paulo,VC,3,0,76
Série A,1972,1972-09-28,Santa Cruz,2,0,Vasco,VC,3,0,77
Série A,1972,1972-09-30,Bahia,0,0,Grêmio,E,1,1,78
Série A,1972,1972-09-30,Náutico,1,2,Palmeiras,VV,0,3,79
Série A,1972,1972-10-01,Sergipe,0,1,Cruzeiro,VV,0,3,80
Série A,1972,1972-10-01,Remo,0,1,São Paulo,VV,0,3,81
Série A,1972,1972-10-01,Ceará,1,3,Flamengo,VV,0,3,82
Série A,1972,1972-10-01,Vitória,0,0,Fluminense,E,1,1,83
Série A,1972,1972-10-01,CRB,1,3,Santos,VV,0,3,84
Série A,1972,1972-10-01,ABC,1,2,Vasco,VV,0,3,85
Série A,1972,1972-10-01,Corinthians,3,2,Portuguesa,VC,3,0,86
Série A,1972,1972-10-01,Botafogo,0,2,America-RJ,VV,0,3,87
Série A,1972,1972-10-01,Nacional-AM,2,2,Internacional,E,1,1,88
Série A,1972,1972-10-01,Atlético-MG,2,0,Coritiba,VC,3,0,89
Série A,1972,1972-10-01,Santa Cruz,4,1,América-MG,VC,3,0,90
Série A,1972,1972-10-04,ABC,0,0,Flamengo,E,1,1,91
Série A,1972,1972-10-04,Ceará,0,0,Vasco,E,1,1,92
Série A,1972,1972-10-04,Remo,0,0,Internacional,E,1,1,93
Série A,1972,1972-10-04,Náutico,1,1,Santos,E,1,1,94
Série A,1972,1972-10-04,Sergipe,1,1,Fluminense,E,1,1,95
Série A,1972,1972-10-04,Nacional-AM,1,1,São Paulo,E,1,1,96
Série A,1972,1972-10-04,Bahia,1,1,Botafogo,E,1,1,97
Série A,1972,1972-10-04,Coritiba,2,0,América-MG,VC,3,0,98
Série A,1972,1972-10-04,America-RJ,2,0,Atlético-MG,VC,3,0,99
