Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1958,1958-05-25,América (SP),1,0,Taubaté,VC,3,0,1
Paulista,1958,1958-05-25,Nacional (SP),4,2,Ypiranga (SP),VC,3,0,2
Paulista,1958,1958-05-25,XV de Piracicaba,2,1,Comercial (SP),VC,3,0,3
Paulista,1958,1958-05-25,Botafogo (SP),4,3,Guarani,VC,3,0,4
Paulista,1958,1958-05-25,Ponte Preta,1,2,Ferroviária (SP),VV,0,3,5
Paulista,1958,1958-05-25,Jabaquara,1,1,Noroeste,E,1,1,6
Paulista,1958,1958-05-25,XV de Jaú,2,1,Juventus (SP),VC,3,0,7
Paulista,1958,1958-05-28,Noroeste,6,0,XV de Jaú,VC,3,0,8
Paulista,1958,1958-05-28,América (SP),1,1,Portuguesa Santista,E,1,1,9
Paulista,1958,1958-05-28,Botafogo (SP),2,1,Juventus (SP),VC,3,0,10
Paulista,1958,1958-05-31,Guarani,1,0,Juventus (SP),VC,3,0,11
Paulista,1958,1958-06-01,Ferroviária (SP),1,1,Jabaquara,E,1,1,12
Paulista,1958,1958-06-01,Taubaté,1,2,Nacional (SP),VV,0,3,13
Paulista,1958,1958-06-01,Noroeste,3,0,Ponte Preta,VC,3,0,14
Paulista,1958,1958-06-01,XV de Piracicaba,2,0,XV de Jaú,VC,3,0,15
Paulista,1958,1958-06-01,Comercial (SP),2,2,Ypiranga (SP),E,1,1,16
Paulista,1958,1958-06-01,Portuguesa Santista,3,2,Botafogo (SP),VC,3,0,17
Paulista,1958,1958-06-04,América (SP),2,0,Ferroviária (SP),VC,3,0,18
Paulista,1958,1958-06-05,Noroeste,2,2,Taubaté,E,1,1,19
Paulista,1958,1958-06-07,Jabaquara,2,0,Portuguesa Santista,VC,3,0,20
Paulista,1958,1958-06-08,XV de Jaú,1,1,Comercial (SP),E,1,1,21
Paulista,1958,1958-06-08,Nacional (SP),1,1,América (SP),E,1,1,22
Paulista,1958,1958-06-08,Ypiranga (SP),1,2,Ferroviária (SP),VV,0,3,23
Paulista,1958,1958-06-08,XV de Piracicaba,2,1,Botafogo (SP),VC,3,0,24
Paulista,1958,1958-06-08,Noroeste,6,1,Juventus (SP),VC,3,0,25
Paulista,1958,1958-06-08,Ponte Preta,2,3,Taubaté,VV,0,3,26
Paulista,1958,1958-06-11,Ferroviária (SP),4,1,Comercial (SP),VC,3,0,27
Paulista,1958,1958-06-11,Jabaquara,4,1,Nacional (SP),VC,3,0,28
Paulista,1958,1958-06-11,Botafogo (SP),4,0,América (SP),VC,3,0,29
Paulista,1958,1958-06-14,América (SP),2,1,XV de Jaú,VC,3,0,30
Paulista,1958,1958-06-14,Botafogo (SP),4,0,Ypiranga (SP),VC,3,0,31
Paulista,1958,1958-06-14,Portuguesa Santista,2,3,Ponte Preta,VV,0,3,32
Paulista,1958,1958-06-14,Guarani,5,1,Jabaquara,VC,3,0,33
Paulista,1958,1958-06-14,Juventus (SP),3,2,Comercial (SP),VC,3,0,34
Paulista,1958,1958-06-15,Noroeste,2,0,Nacional (SP),VC,3,0,35
Paulista,1958,1958-06-15,Ferroviária (SP),1,2,XV de Piracicaba,VV,0,3,36
Paulista,1958,1958-06-18,América (SP),3,0,Guarani,VC,3,0,37
Paulista,1958,1958-06-18,Noroeste,3,2,Portuguesa Santista,VC,3,0,38
Paulista,1958,1958-06-19,Juventus (SP),3,2,Jabaquara,VC,3,0,39
Paulista,1958,1958-06-22,Ponte Preta,1,0,Botafogo (SP),VC,3,0,40
Paulista,1958,1958-06-22,XV de Jaú,0,2,Ferroviária (SP),VV,0,3,41
Paulista,1958,1958-06-22,Nacional (SP),1,0,Portuguesa Santista,VC,3,0,42
Paulista,1958,1958-06-22,XV de Piracicaba,2,3,Noroeste,VV,0,3,43
