Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1975,1975-03-01,Palmeiras,3,0,Portuguesa Santista,VC,3,0,1
Paulista,1975,1975-03-02,Botafogo (SP),1,1,Ponte Preta,E,1,1,2
Paulista,1975,1975-03-02,Guarani,3,0,Saad,VC,3,0,3
Paulista,1975,1975-03-02,América (SP),1,0,Comercial (SP),VC,3,0,4
Paulista,1975,1975-03-02,São Paulo,4,0,Paulista,VC,3,0,5
Paulista,1975,1975-03-02,Corinthians,1,1,XV de Piracicaba,E,1,1,6
Paulista,1975,1975-03-02,Portuguesa,1,0,Ferroviária (SP),VC,3,0,7
Paulista,1975,1975-03-02,Juventus (SP),1,1,São Bento,E,1,1,8
Paulista,1975,1975-03-02,Santos,1,2,Marília,VV,0,3,9
Paulista,1975,1975-03-05,Guarani,4,1,XV de Piracicaba,VC,3,0,10
Paulista,1975,1975-03-05,São Bento,2,2,Ponte Preta,E,1,1,11
Paulista,1975,1975-03-05,Comercial (SP),0,2,São Paulo,VV,0,3,12
Paulista,1975,1975-03-05,Noroeste,2,0,América (SP),VC,3,0,13
Paulista,1975,1975-03-08,São Paulo,4,0,Ferroviária (SP),VC,3,0,14
Paulista,1975,1975-03-09,Marília,1,1,Corinthians,E,1,1,15
Paulista,1975,1975-03-09,XV de Piracicaba,2,3,Botafogo (SP),VV,0,3,16
Paulista,1975,1975-03-09,Ponte Preta,2,0,América (SP),VC,3,0,17
Paulista,1975,1975-03-09,Saad,1,1,Noroeste,E,1,1,18
Paulista,1975,1975-03-09,Portuguesa Santista,0,2,Santos,VV,0,3,19
Paulista,1975,1975-03-09,Paulista,0,1,Portuguesa,VV,0,3,20
Paulista,1975,1975-03-09,Juventus (SP),1,1,Palmeiras,E,1,1,21
Paulista,1975,1975-03-09,Comercial (SP),0,1,São Bento,VV,0,3,22
Paulista,1975,1975-03-12,Ferroviária (SP),2,1,Comercial (SP),VC,3,0,23
Paulista,1975,1975-03-12,XV de Piracicaba,1,0,Juventus (SP),VC,3,0,24
Paulista,1975,1975-03-12,Corinthians,4,1,Saad,VC,3,0,25
Paulista,1975,1975-03-12,Portuguesa Santista,3,0,Marília,VC,3,0,26
Paulista,1975,1975-03-12,América (SP),2,1,Santos,VC,3,0,27
Paulista,1975,1975-03-15,Juventus (SP),1,0,América (SP),VC,3,0,28
Paulista,1975,1975-03-15,Saad,3,2,Santos,VC,3,0,29
Paulista,1975,1975-03-16,Paulista,0,0,Corinthians,E,1,1,30
Paulista,1975,1975-03-16,XV de Piracicaba,1,0,Portuguesa,VC,3,0,31
Paulista,1975,1975-03-16,Marília,3,3,São Bento,E,1,1,32
Paulista,1975,1975-03-16,Ponte Preta,2,0,Ferroviária (SP),VC,3,0,33
Paulista,1975,1975-03-16,Comercial (SP),5,2,Portuguesa Santista,VC,3,0,34
Paulista,1975,1975-03-16,São Paulo,0,0,Guarani,E,1,1,35
Paulista,1975,1975-03-16,Noroeste,1,1,Botafogo (SP),E,1,1,36
Paulista,1975,1975-03-19,Portuguesa Santista,1,1,Ponte Preta,E,1,1,37
Paulista,1975,1975-03-19,São Paulo,2,1,Marília,VC,3,0,38
Paulista,1975,1975-03-19,Comercial (SP),1,1,Saad,E,1,1,39
Paulista,1975,1975-03-19,Noroeste,0,1,Corinthians,VV,0,3,40
Paulista,1975,1975-03-20,Palmeiras,1,0,XV de Piracicaba,VC,3,0,41
Paulista,1975,1975-03-20,Botafogo (SP),1,0,Juventus (SP),VC,3,0,42
Paulista,1975,1975-03-22,Corinthians,2,1,Comercial (SP),VC,3,0,43
Paulista,1975,1975-03-23,Botafogo (SP),1,2,Palmeiras,VV,0,3,44
Paulista,1975,1975-03-23,Juventus (SP),2,0,Portuguesa Santista,VC,3,0,45
Paulista,1975,1975-03-23,Portuguesa,3,1,Santos,VC,3,0,46
Paulista,1975,1975-03-23,Ponte Preta,0,1,Guarani,VV,0,3,47
Paulista,1975,1975-03-23,Noroeste,0,0,Ferroviária (SP),E,1,1,48
Paulista,1975,1975-03-23,América (SP),0,1,São Paulo,VV,0,3,49
Paulista,1975,1975-03-23,Saad,2,0,XV de Piracicaba,VC,3,0,50
Paulista,1975,1975-03-26,Guarani,2,2,Paulista,E,1,1,51
Paulista,1975,1975-03-26,Santos,2,1,Juventus (SP),VC,3,0,52
Paulista,1975,1975-03-26,Portuguesa,1,0,Noroeste,VC,3,0,53
Paulista,1975,1975-03-27,Palmeiras,1,2,Saad,VV,0,3,54
Paulista,1975,1975-03-29,Portuguesa,2,1,Juventus (SP),VC,3,0,55
Paulista,1975,1975-03-29,Corinthians,0,2,São Paulo,VV,0,3,56
Paulista,1975,1975-03-29,Portuguesa Santista,0,0,Noroeste,E,1,1,57
