Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1955,01/10/1955,Palmeiras,5,3,Jabaquara,VC,3,0,1
Paulista,1955,02/10/1955,Corinthians,3,2,São Paulo,VC,3,0,2
Paulista,1955,02/10/1955,Ponte Preta,5,2,Taubaté,VC,3,0,3
Paulista,1955,02/10/1955,São Bento,2,2,Guarani,E,1,1,4
Paulista,1955,02/10/1955,Linense,2,1,Portuguesa,VC,3,0,5
Paulista,1955,02/10/1955,Santos,4,1,XV de Jaú,VC,3,0,6
Paulista,1955,03/08/1955,Santos,0,0,Noroeste,E,1,1,7
Paulista,1955,03/09/1955,Portuguesa,2,4,Ponte Preta,VV,0,3,8
Paulista,1955,03/11/1955,Portuguesa,7,1,Linense,VC,3,0,9
Paulista,1955,04/09/1955,Guarani,1,1,XV de Jaú,E,1,1,10
Paulista,1955,04/09/1955,Santos,7,1,Jabaquara,VC,3,0,11
Paulista,1955,04/09/1955,Noroeste,2,1,Corinthians,VC,3,0,12
Paulista,1955,04/09/1955,Palmeiras,2,0,São Paulo,VC,3,0,13
Paulista,1955,04/09/1955,São Bento,1,0,XV de Piracicaba,VC,3,0,14
Paulista,1955,04/09/1955,Taubaté,2,2,Linense,E,1,1,15
Paulista,1955,04/12/1955,Guarani,2,2,São Paulo,E,1,1,16
Paulista,1955,04/12/1955,XV de Jaú,5,4,Corinthians,VC,3,0,17
Paulista,1955,04/12/1955,São Bento,0,2,Taubaté,VV,0,3,18
Paulista,1955,04/12/1955,XV de Piracicaba,4,2,Linense,VC,3,0,19
Paulista,1955,04/12/1955,Jabaquara,0,0,Ponte Preta,E,1,1,20
Paulista,1955,04/12/1955,Palmeiras,2,0,Portuguesa,VC,3,0,21
Paulista,1955,04/12/1955,Noroeste,2,3,Santos,VV,0,3,22
Paulista,1955,05/10/1955,Corinthians,2,1,Taubaté,VC,3,0,23
Paulista,1955,05/11/1955,Corinthians,1,0,XV de Piracicaba,VC,3,0,24
Paulista,1955,06/11/1955,São Bento,3,0,Jabaquara,VC,3,0,25
Paulista,1955,06/11/1955,XV de Jaú,3,0,Palmeiras,VC,3,0,26
Paulista,1955,06/11/1955,Santos,5,0,Linense,VC,3,0,27
Paulista,1955,06/11/1955,Taubaté,3,2,Ponte Preta,VC,3,0,28
Paulista,1955,06/11/1955,Guarani,2,1,Noroeste,VC,3,0,29
Paulista,1955,06/11/1955,São Paulo,4,3,Portuguesa,VC,3,0,30
Paulista,1955,07/08/1955,Noroeste,4,2,São Bento,VC,3,0,31
Paulista,1955,07/08/1955,Palmeiras,2,1,Linense,VC,3,0,32
Paulista,1955,07/08/1955,Santos,6,3,Ponte Preta,VC,3,0,33
Paulista,1955,07/08/1955,XV de Piracicaba,1,2,Corinthians,VV,0,3,34
Paulista,1955,07/08/1955,XV de Jaú,4,2,Taubaté,VC,3,0,35
Paulista,1955,07/08/1955,Portuguesa,3,1,Jabaquara,VC,3,0,36
Paulista,1955,07/09/1955,XV de Piracicaba,3,2,Ponte Preta,VC,3,0,37
Paulista,1955,07/09/1955,Guarani,1,0,Corinthians,VC,3,0,38
Paulista,1955,07/09/1955,Santos,3,1,São Paulo,VC,3,0,39
Paulista,1955,07/09/1955,Noroeste,3,2,Portuguesa,VC,3,0,40
Paulista,1955,07/09/1955,Linense,5,2,São Bento,VC,3,0,41
Paulista,1955,07/09/1955,XV de Jaú,2,0,Jabaquara,VC,3,0,42
Paulista,1955,07/09/1955,Taubaté,1,4,Palmeiras,VV,0,3,43
Paulista,1955,08/01/1956,Guarani,3,0,Jabaquara,VC,3,0,44
Paulista,1955,08/01/1956,Palmeiras,2,2,São Paulo,E,1,1,45
Paulista,1955,08/01/1956,São Bento,2,1,Ponte Preta,VC,3,0,46
Paulista,1955,08/01/1956,Noroeste,2,2,XV de Piracicaba,E,1,1,47
Paulista,1955,08/01/1956,Santos,2,3,Corinthians,VV,0,3,48
Paulista,1955,08/01/1956,Linense,0,0,Taubaté,E,1,1,49
Paulista,1955,08/10/1955,Corinthians,5,0,São Bento,VC,3,0,50
Paulista,1955,09/10/1955,São Paulo,3,1,Portuguesa,VC,3,0,51
Paulista,1955,09/10/1955,XV de Piracicaba,0,6,Palmeiras,VV,0,3,52
Paulista,1955,09/10/1955,Noroeste,1,1,Linense,E,1,1,53
Paulista,1955,09/10/1955,XV de Jaú,1,1,Ponte Preta,E,1,1,54
Paulista,1955,09/10/1955,Guarani,4,2,Santos,VC,3,0,55
Paulista,1955,09/11/1955,Ponte Preta,2,4,Santos,VV,0,3,56
Paulista,1955,09/11/1955,Palmeiras,2,2,XV de Piracicaba,E,1,1,57
Paulista,1955,10/08/1955,Portuguesa,1,1,Guarani,E,1,1,58
Paulista,1955,10/12/1955,Palmeiras,1,1,Taubaté,E,1,1,59
Paulista,1955,11/09/1955,Guarani,2,1,Linense,VC,3,0,60
Paulista,1955,11/09/1955,XV de Piracicaba,1,2,Santos,VV,0,3,61
Paulista,1955,11/09/1955,São Paulo,4,1,Ponte Preta,VC,3,0,62
Paulista,1955,11/09/1955,XV de Jaú,0,1,Portuguesa,VV,0,3,63
Paulista,1955,11/09/1955,Noroeste,1,3,Palmeiras,VV,0,3,64
Paulista,1955,11/09/1955,Taubaté,2,0,São Bento,VC,3,0,65
Paulista,1955,11/09/1955,Jabaquara,0,1,Corinthians,VV,0,3,66
Paulista,1955,11/12/1955,Linense,2,2,Noroeste,E,1,1,67
Paulista,1955,11/12/1955,XV de Piracicaba,6,2,São Bento,VC,3,0,68
Paulista,1955,11/12/1955,Corinthians,1,1,São Paulo,E,1,1,69
Paulista,1955,11/12/1955,Ponte Preta,2,0,Guarani,VC,3,0,70
Paulista,1955,11/12/1955,Jabaquara,3,2,Portuguesa,VC,3,0,71
Paulista,1955,11/12/1955,XV de Jaú,0,3,Santos,VV,0,3,72
Paulista,1955,12/10/1955,São Paulo,5,3,Jabaquara,VC,3,0,73
Paulista,1955,12/10/1955,Ponte Preta,3,0,Jabaquara,VC,3,0,74
Paulista,1955,12/11/1955,Palmeiras,1,0,São Bento,VC,3,0,75
Paulista,1955,13/11/1955,Ponte Preta,1,1,Corinthians,E,1,1,76
