Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1968,1968-01-28,XV de Piracicaba,2,2,Comercial (SP),E,1,1,1
Paulista,1968,1968-01-28,Ferroviária (SP),2,0,Portuguesa Santista,VC,3,0,2
Paulista,1968,1968-01-28,Palmeiras,0,2,São Bento,VV,0,3,3
Paulista,1968,1968-01-31,Botafogo (SP),3,1,América (SP),VC,3,0,4
Paulista,1968,1968-01-31,Portuguesa Santista,0,1,XV de Piracicaba,VV,0,3,5
Paulista,1968,1968-01-31,Guarani,1,1,Ferroviária (SP),E,1,1,6
Paulista,1968,1968-01-31,Juventus (SP),2,2,Palmeiras,E,1,1,7
Paulista,1968,1968-02-03,Portuguesa,1,0,Portuguesa Santista,VC,3,0,8
Paulista,1968,1968-02-04,Juventus (SP),2,1,Botafogo (SP),VC,3,0,9
Paulista,1968,1968-02-04,Comercial (SP),1,0,América (SP),VC,3,0,10
Paulista,1968,1968-02-04,São Paulo,1,2,Ferroviária (SP),VV,0,3,11
Paulista,1968,1968-02-04,Corinthians,2,1,XV de Piracicaba,VC,3,0,12
Paulista,1968,1968-02-07,São Bento,1,1,Juventus (SP),E,1,1,13
Paulista,1968,1968-02-08,Santos,1,0,Guarani,VC,3,0,14
Paulista,1968,1968-02-11,Corinthians,3,1,São Bento,VC,3,0,15
Paulista,1968,1968-02-11,Portuguesa,4,2,Comercial (SP),VC,3,0,16
Paulista,1968,1968-02-11,XV de Piracicaba,1,3,São Paulo,VV,0,3,17
Paulista,1968,1968-02-11,América (SP),1,0,Guarani,VC,3,0,18
Paulista,1968,1968-02-11,Portuguesa Santista,0,6,Santos,VV,0,3,19
Paulista,1968,1968-02-11,Ferroviária (SP),2,2,Botafogo (SP),E,1,1,20
Paulista,1968,1968-02-14,São Paulo,1,0,Juventus (SP),VC,3,0,21
Paulista,1968,1968-02-14,São Bento,1,3,Santos,VV,0,3,22
Paulista,1968,1968-02-14,Guarani,3,1,Portuguesa,VC,3,0,23
Paulista,1968,1968-02-14,Corinthians,2,1,Botafogo (SP),VC,3,0,24
Paulista,1968,1968-02-14,Palmeiras,2,1,Ferroviária (SP),VC,3,0,25
Paulista,1968,1968-02-17,Juventus (SP),3,0,Comercial (SP),VC,3,0,26
Paulista,1968,1968-02-18,Botafogo (SP),1,1,São Paulo,E,1,1,27
Paulista,1968,1968-02-18,XV de Piracicaba,2,1,América (SP),VC,3,0,28
Paulista,1968,1968-02-18,Portuguesa Santista,1,0,Guarani,VC,3,0,29
Paulista,1968,1968-02-18,São Bento,1,3,Portuguesa,VV,0,3,30
Paulista,1968,1968-02-18,Ferroviária (SP),0,0,Corinthians,E,1,1,31
Paulista,1968,1968-02-21,Comercial (SP),3,2,Portuguesa Santista,VC,3,0,32
Paulista,1968,1968-02-21,América (SP),2,2,São Bento,E,1,1,33
Paulista,1968,1968-02-22,Santos,1,0,XV de Piracicaba,VC,3,0,34
Paulista,1968,1968-02-23,Corinthians,3,0,Juventus (SP),VC,3,0,35
Paulista,1968,1968-02-25,Palmeiras,1,1,América (SP),E,1,1,36
Paulista,1968,1968-03-02,Corinthians,1,1,Comercial (SP),E,1,1,37
Paulista,1968,1968-03-02,Portuguesa,0,0,São Paulo,E,1,1,38
Paulista,1968,1968-03-03,Botafogo (SP),2,3,São Bento,VV,0,3,39
Paulista,1968,1968-03-03,América (SP),1,0,Juventus (SP),VC,3,0,40
Paulista,1968,1968-03-03,Ferroviária (SP),1,4,Santos,VV,0,3,41
Paulista,1968,1968-03-06,Corinthians,2,0,Santos,VC,3,0,42
Paulista,1968,1968-03-06,Botafogo (SP),2,1,Portuguesa,VC,3,0,43
Paulista,1968,1968-03-06,Portuguesa Santista,2,4,Palmeiras,VV,0,3,44
Paulista,1968,1968-03-07,São Paulo,2,1,São Bento,VC,3,0,45
Paulista,1968,1968-03-09,Juventus (SP),0,2,Portuguesa,VV,0,3,46
Paulista,1968,1968-03-09,Santos,5,1,Botafogo (SP),VC,3,0,47
Paulista,1968,1968-03-10,Corinthians,2,1,Palmeiras,VC,3,0,48
Paulista,1968,1968-03-10,Comercial (SP),1,1,Ferroviária (SP),E,1,1,49
Paulista,1968,1968-03-10,Guarani,2,3,São Paulo,VV,0,3,50
Paulista,1968,1968-03-10,São Bento,2,0,Portuguesa Santista,VC,3,0,51
Paulista,1968,1968-03-13,Portuguesa,2,2,XV de Piracicaba,E,1,1,52
Paulista,1968,1968-03-13,Guarani,1,2,Corinthians,VV,0,3,53
Paulista,1968,1968-03-14,Palmeiras,1,2,São Paulo,VV,0,3,54
Paulista,1968,1968-03-16,Santos,3,0,Portuguesa,VC,3,0,55
Paulista,1968,1968-03-17,Ferroviária (SP),1,2,São Bento,VV,0,3,56
Paulista,1968,1968-03-17,Guarani,1,1,Botafogo (SP),E,1,1,57
Paulista,1968,1968-03-17,Portuguesa Santista,2,0,São Paulo,VC,3,0,58
Paulista,1968,1968-03-17,América (SP),1,2,Corinthians,VV,0,3,59
Paulista,1968,1968-03-17,XV de Piracicaba,3,1,Juventus (SP),VC,3,0,60
Paulista,1968,1968-03-17,Comercial (SP),0,2,Palmeiras,VV,0,3,61
Paulista,1968,1968-03-20,São Paulo,4,0,Comercial (SP),VC,3,0,62
Paulista,1968,1968-03-20,Ferroviária (SP),1,2,XV de Piracicaba,VV,0,3,63
Paulista,1968,1968-03-20,Juventus (SP),1,0,Guarani,VC,3,0,64
Paulista,1968,1968-03-23,Corinthians,7,0,Portuguesa Santista,VC,3,0,65
Paulista,1968,1968-03-23,Juventus (SP),0,4,Santos,VV,0,3,66
Paulista,1968,1968-03-24,Botafogo (SP),1,1,Comercial (SP),E,1,1,67
Paulista,1968,1968-03-24,XV de Piracicaba,2,1,Guarani,VC,3,0,68
Paulista,1968,1968-03-24,América (SP),1,4,São Paulo,VV,0,3,69
Paulista,1968,1968-03-27,São Paulo,2,5,Santos,VV,0,3,70
Paulista,1968,1968-03-28,Portuguesa,3,1,América (SP),VC,3,0,71
Paulista,1968,1968-03-31,São Paulo,2,3,Corinthians,VV,0,3,72
Paulista,1968,1968-03-31,Santos,4,3,América (SP),VC,3,0,73
Paulista,1968,1968-03-31,Portuguesa,1,1,Ferroviária (SP),E,1,1,74
Paulista,1968,1968-03-31,Botafogo (SP),1,1,Portuguesa Santista,E,1,1,75
Paulista,1968,1968-03-31,São Bento,3,2,Comercial (SP),VC,3,0,76
Paulista,1968,1968-04-03,Comercial (SP),2,2,Guarani,E,1,1,77
Paulista,1968,1968-04-03,São Bento,1,1,XV de Piracicaba,E,1,1,78
Paulista,1968,1968-04-03,Ferroviária (SP),2,0,Juventus (SP),VC,3,0,79
Paulista,1968,1968-04-04,Portuguesa Santista,2,0,América (SP),VC,3,0,80
Paulista,1968,1968-04-07,Guarani,2,1,São Bento,VC,3,0,81
Paulista,1968,1968-04-07,América (SP),2,1,Ferroviária (SP),VC,3,0,82
Paulista,1968,1968-04-07,Juventus (SP),3,2,Portuguesa Santista,VC,3,0,83
Paulista,1968,1968-04-07,Portuguesa,0,0,Corinthians,E,1,1,84
Paulista,1968,1968-04-07,Comercial (SP),2,8,Santos,VV,0,3,85
Paulista,1968,1968-04-07,XV de Piracicaba,2,1,Botafogo (SP),VC,3,0,86
Paulista,1968,1968-04-10,Palmeiras,2,3,Portuguesa,VV,0,3,87
Paulista,1968,1968-04-10,São Bento,3,2,Corinthians,VC,3,0,88
Paulista,1968,1968-04-10,Portuguesa Santista,3,1,Botafogo (SP),VC,3,0,89
Paulista,1968,1968-04-10,Guarani,0,2,Santos,VV,0,3,90
Paulista,1968,1968-04-13,XV de Piracicaba,2,3,Ferroviária (SP),VV,0,3,91
Paulista,1968,1968-04-13,Guarani,1,0,Comercial (SP),VC,3,0,92
Paulista,1968,1968-04-13,Santos,1,0,Palmeiras,VC,3,0,93
Paulista,1968,1968-04-13,Juventus (SP),1,3,Corinthians,VV,0,3,94
Paulista,1968,1968-04-14,América (SP),2,1,Botafogo (SP),VC,3,0,95
Paulista,1968,1968-04-14,São Paulo,3,1,Portuguesa Santista,VC,3,0,96
Paulista,1968,1968-04-14,Portuguesa,3,2,São Bento,VC,3,0,97
Paulista,1968,1968-04-17,São Paulo,2,1,XV de Piracicaba,VC,3,0,98
Paulista,1968,1968-04-17,Comercial (SP),2,1,Juventus (SP),VC,3,0,99
Paulista,1968,1968-04-17,Portuguesa,0,0,Guarani,E,1,1,100
Paulista,1968,1968-04-17,Portuguesa Santista,0,3,Corinthians,VV,0,3,101
Paulista,1968,1968-04-18,Santos,1,0,São Bento,VC,3,0,102
Paulista,1968,1968-04-20,Juventus (SP),2,0,Ferroviária (SP),VC,3,0,103
Paulista,1968,1968-04-20,América (SP),2,0,Comercial (SP),VC,3,0,104
Paulista,1968,1968-04-21,Santos,2,0,Corinthians,VC,3,0,105
Paulista,1968,1968-04-21,Botafogo (SP),1,1,XV de Piracicaba,E,1,1,106
Paulista,1968,1968-04-21,São Bento,1,1,São Paulo,E,1,1,107
Paulista,1968,1968-04-24,Comercial (SP),3,1,São Paulo,VC,3,0,108
Paulista,1968,1968-04-24,Santos,3,2,Juventus (SP),VC,3,0,109
Paulista,1968,1968-04-24,Portuguesa,4,1,Botafogo (SP),VC,3,0,110
Paulista,1968,1968-04-25,Portuguesa Santista,2,1,Ferroviária (SP),VC,3,0,111
Paulista,1968,1968-04-27,Corinthians,0,0,Guarani,E,1,1,112
Paulista,1968,1968-04-28,Portuguesa Santista,0,2,São Bento,VV,0,3,113
Paulista,1968,1968-04-28,Botafogo (SP),1,1,Ferroviária (SP),E,1,1,114
Paulista,1968,1968-04-28,XV de Piracicaba,0,1,Santos,VV,0,3,115
Paulista,1968,1968-04-28,São Paulo,2,0,Portuguesa,VC,3,0,116
Paulista,1968,1968-05-01,América (SP),1,1,XV de Piracicaba,E,1,1,117
Paulista,1968,1968-05-01,Comercial (SP),2,1,São Bento,VC,3,0,118
Paulista,1968,1968-05-01,Guarani,1,0,Juventus (SP),VC,3,0,119
Paulista,1968,1968-05-01,Santos,0,0,Ferroviária (SP),E,1,1,120
Paulista,1968,1968-05-01,Corinthians,1,1,São Paulo,E,1,1,121
Paulista,1968,1968-05-04,Juventus (SP),0,0,São Paulo,E,1,1,122
Paulista,1968,1968-05-04,Portuguesa,0,1,Santos,VV,0,3,123
Paulista,1968,1968-05-04,Comercial (SP),0,2,Corinthians,VV,0,3,124
Paulista,1968,1968-05-05,XV de Piracicaba,2,2,Portuguesa Santista,E,1,1,125
Paulista,1968,1968-05-05,Ferroviária (SP),2,1,Guarani,VC,3,0,126
Paulista,1968,1968-05-05,São Bento,2,1,América (SP),VC,3,0,127
Paulista,1968,1968-05-08,XV de Piracicaba,1,2,Portuguesa,VV,0,3,128
Paulista,1968,1968-05-08,São Paulo,0,0,Botafogo (SP),E,1,1,129
