Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1972,1972-03-04,Corinthians,2,0,XV de Piracicaba,VC,3,0,1
Paulista,1972,1972-03-04,Portuguesa,1,1,Juventus (SP),E,1,1,2
Paulista,1972,1972-03-05,Ponte Preta,0,0,Guarani,E,1,1,3
Paulista,1972,1972-03-05,Palmeiras,2,1,São Bento,VC,3,0,4
Paulista,1972,1972-03-08,Santos,1,0,América (SP),VC,3,0,5
Paulista,1972,1972-03-11,São Bento,2,1,Corinthians,VC,3,0,6
Paulista,1972,1972-03-11,Juventus (SP),1,0,Guarani,VC,3,0,7
Paulista,1972,1972-03-12,XV de Piracicaba,0,0,Ferroviária (SP),E,1,1,8
Paulista,1972,1972-03-12,América (SP),0,2,Palmeiras,VV,0,3,9
Paulista,1972,1972-03-12,Santos,1,0,Portuguesa,VC,3,0,10
Paulista,1972,1972-03-15,São Paulo,3,1,Ferroviária (SP),VC,3,0,11
Paulista,1972,1972-03-18,Juventus (SP),2,3,Santos,VV,0,3,12
Paulista,1972,1972-03-19,São Bento,0,0,América (SP),E,1,1,13
Paulista,1972,1972-03-19,Guarani,0,0,Portuguesa,E,1,1,14
Paulista,1972,1972-03-19,XV de Piracicaba,0,4,Palmeiras,VV,0,3,15
Paulista,1972,1972-03-19,Ferroviária (SP),3,2,Ponte Preta,VC,3,0,16
Paulista,1972,1972-03-19,São Paulo,0,0,Corinthians,E,1,1,17
Paulista,1972,1972-03-25,Juventus (SP),1,1,XV de Piracicaba,E,1,1,18
Paulista,1972,1972-03-26,América (SP),0,4,Corinthians,VV,0,3,19
Paulista,1972,1972-03-26,Portuguesa,0,0,Ponte Preta,E,1,1,20
Paulista,1972,1972-03-26,Guarani,0,1,Ferroviária (SP),VV,0,3,21
Paulista,1972,1972-03-26,Palmeiras,2,1,Santos,VC,3,0,22
Paulista,1972,1972-03-29,Santos,2,1,São Bento,VC,3,0,23
Paulista,1972,1972-04-02,Ponte Preta,0,0,São Paulo,E,1,1,24
Paulista,1972,1972-04-07,São Bento,0,2,São Paulo,VV,0,3,25
Paulista,1972,1972-04-09,Ferroviária (SP),0,1,Palmeiras,VV,0,3,26
Paulista,1972,1972-04-09,América (SP),3,0,Guarani,VC,3,0,27
Paulista,1972,1972-04-09,Ponte Preta,2,1,XV de Piracicaba,VC,3,0,28
Paulista,1972,1972-04-09,Corinthians,4,1,Portuguesa,VC,3,0,29
Paulista,1972,1972-04-15,Palmeiras,4,1,Ponte Preta,VC,3,0,30
Paulista,1972,1972-04-16,Guarani,1,0,Corinthians,VC,3,0,31
Paulista,1972,1972-04-16,XV de Piracicaba,0,1,São Bento,VV,0,3,32
Paulista,1972,1972-04-16,Ferroviária (SP),1,1,Juventus (SP),E,1,1,33
Paulista,1972,1972-04-16,São Paulo,3,1,Santos,VC,3,0,34
Paulista,1972,1972-04-16,América (SP),1,1,Portuguesa,E,1,1,35
Paulista,1972,1972-04-22,Portuguesa,3,1,XV de Piracicaba,VC,3,0,36
Paulista,1972,1972-04-23,Corinthians,1,1,Palmeiras,E,1,1,37
Paulista,1972,1972-04-23,São Bento,1,0,Ferroviária (SP),VC,3,0,38
Paulista,1972,1972-04-23,Guarani,1,0,Santos,VC,3,0,39
Paulista,1972,1972-04-23,Juventus (SP),0,2,Ponte Preta,VV,0,3,40
Paulista,1972,1972-04-25,Santos,2,0,Ferroviária (SP),VC,3,0,41
Paulista,1972,1972-04-29,Juventus (SP),1,0,Corinthians,VC,3,0,42
Paulista,1972,1972-04-30,América (SP),0,0,XV de Piracicaba,E,1,1,43
Paulista,1972,1972-04-30,Ponte Preta,1,1,São Bento,E,1,1,44
Paulista,1972,1972-04-30,São Paulo,1,0,Portuguesa,VC,3,0,45
Paulista,1972,1972-05-01,Palmeiras,1,0,Guarani,VC,3,0,46
Paulista,1972,1972-05-06,Corinthians,1,0,Ponte Preta,VC,3,0,47
Paulista,1972,1972-05-07,Ferroviária (SP),3,2,América (SP),VC,3,0,48
Paulista,1972,1972-05-07,São Bento,1,2,Juventus (SP),VV,0,3,49
Paulista,1972,1972-05-07,Palmeiras,1,1,Portuguesa,E,1,1,50
Paulista,1972,1972-05-10,São Paulo,1,0,Juventus (SP),VC,3,0,51
Paulista,1972,1972-05-13,Palmeiras,2,1,Juventus (SP),VC,3,0,52
Paulista,1972,1972-05-13,São Paulo,5,0,XV de Piracicaba,VC,3,0,53
Paulista,1972,1972-05-14,Corinthians,1,1,Santos,E,1,1,54
Paulista,1972,1972-05-14,Ferroviária (SP),2,1,Portuguesa,VC,3,0,55
Paulista,1972,1972-05-14,América (SP),0,0,Ponte Preta,E,1,1,56
Paulista,1972,1972-05-14,Guarani,2,0,São Bento,VC,3,0,57
Paulista,1972,1972-05-17,América (SP),3,2,Juventus (SP),VC,3,0,58
Paulista,1972,1972-05-17,São Paulo,4,0,Guarani,VC,3,0,59
Paulista,1972,1972-05-17,Portuguesa,4,0,São Bento,VC,3,0,60
Paulista,1972,1972-05-17,Santos,1,0,XV de Piracicaba,VC,3,0,61
Paulista,1972,1972-05-18,Corinthians,5,0,Ferroviária (SP),VC,3,0,62
Paulista,1972,1972-05-21,São Paulo,0,0,Palmeiras,E,1,1,63
Paulista,1972,1972-05-21,XV de Piracicaba,1,2,Guarani,VV,0,3,64
