Comp,Temp,Data,Casa,GC,GF,Fora,Res,PC,PF,J
Paulista,1963,1963-05-12,Botafogo (SP),3,2,São Bento,VC,3,0,1
Paulista,1963,1963-05-12,Prudentina,0,0,Ferroviária (SP),E,1,1,2
Paulista,1963,1963-05-12,Esportiva (SP),1,3,Juventus (SP),VV,0,3,3
Paulista,1963,1963-05-12,XV de Piracicaba,3,1,Comercial (SP),VC,3,0,4
Paulista,1963,1963-05-12,Guarani,0,1,Noroeste,VV,0,3,5
Paulista,1963,1963-05-19,Jabaquara,0,2,Botafogo (SP),VV,0,3,6
Paulista,1963,1963-05-19,São Bento,2,1,Prudentina,VC,3,0,7
Paulista,1963,1963-05-19,Comercial (SP),1,2,Guarani,VV,0,3,8
Paulista,1963,1963-05-19,XV de Piracicaba,0,0,Esportiva (SP),E,1,1,9
Paulista,1963,1963-05-26,Botafogo (SP),4,1,XV de Piracicaba,VC,3,0,10
Paulista,1963,1963-05-26,Prudentina,0,2,Guarani,VV,0,3,11
Paulista,1963,1963-05-26,Juventus (SP),3,1,Jabaquara,VC,3,0,12
Paulista,1963,1963-05-26,Noroeste,0,2,Comercial (SP),VV,0,3,13
Paulista,1963,1963-06-02,Ferroviária (SP),1,4,Noroeste,VV,0,3,14
Paulista,1963,1963-06-02,XV de Piracicaba,3,0,Juventus (SP),VC,3,0,15
Paulista,1963,1963-06-02,Comercial (SP),2,1,Prudentina,VC,3,0,16
Paulista,1963,1963-06-02,Guarani,1,1,Botafogo (SP),E,1,1,17
Paulista,1963,1963-06-09,Corinthians,3,2,XV de Piracicaba,VC,3,0,18
Paulista,1963,1963-06-09,São Bento,1,0,Guarani,VC,3,0,19
Paulista,1963,1963-06-09,Esportiva (SP),0,2,Ferroviária (SP),VV,0,3,20
Paulista,1963,1963-06-09,Botafogo (SP),3,1,Noroeste,VC,3,0,21
Paulista,1963,1963-06-09,Juventus (SP),4,0,Comercial (SP),VC,3,0,22
Paulista,1963,1963-06-16,Jabaquara,1,1,Corinthians,E,1,1,23
Paulista,1963,1963-06-16,Comercial (SP),0,1,São Bento,VV,0,3,24
Paulista,1963,1963-06-16,Prudentina,1,1,Juventus (SP),E,1,1,25
Paulista,1963,1963-06-16,Ferroviária (SP),1,2,XV de Piracicaba,VV,0,3,26
Paulista,1963,1963-06-16,São Paulo,4,0,Noroeste,VC,3,0,27
Paulista,1963,1963-06-23,XV de Piracicaba,6,0,Jabaquara,VC,3,0,28
Paulista,1963,1963-06-23,Ferroviária (SP),1,3,Guarani,VV,0,3,29
Paulista,1963,1963-06-23,Noroeste,0,3,Prudentina,VV,0,3,30
Paulista,1963,1963-06-23,Juventus (SP),1,1,São Paulo,E,1,1,31
Paulista,1963,1963-06-23,Comercial (SP),2,2,Botafogo (SP),E,1,1,32
Paulista,1963,1963-06-23,Corinthians,3,0,Esportiva (SP),VC,3,0,33
Paulista,1963,1963-06-29,Jabaquara,0,3,Noroeste,VV,0,3,34
Paulista,1963,1963-06-30,Prudentina,1,1,Corinthians,E,1,1,35
Paulista,1963,1963-06-30,Guarani,3,3,Esportiva (SP),E,1,1,36
Paulista,1963,1963-06-30,São Paulo,2,0,São Bento,VC,3,0,37
Paulista,1963,1963-06-30,Juventus (SP),0,1,Ferroviária (SP),VV,0,3,38
Paulista,1963,1963-07-07,Esportiva (SP),1,2,Prudentina,VV,0,3,39
Paulista,1963,1963-07-07,São Bento,2,0,XV de Piracicaba,VC,3,0,40
Paulista,1963,1963-07-07,Ferroviária (SP),0,1,São Paulo,VV,0,3,41
Paulista,1963,1963-07-07,Corinthians,1,2,Comercial (SP),VV,0,3,42
Paulista,1963,1963-07-07,Noroeste,2,0,Juventus (SP),VC,3,0,43
Paulista,1963,1963-07-14,Prudentina,3,0,Botafogo (SP),VC,3,0,44
Paulista,1963,1963-07-14,Santos,3,1,São Bento,VC,3,0,45
Paulista,1963,1963-07-14,Noroeste,2,1,Corinthians,VC,3,0,46
Paulista,1963,1963-07-14,Esportiva (SP),1,1,São Paulo,E,1,1,47
Paulista,1963,1963-07-14,Palmeiras,5,0,Jabaquara,VC,3,0,48
Paulista,1963,1963-07-17,Portuguesa,1,0,Guarani,VC,3,0,49
Paulista,1963,1963-07-17,Santos,3,1,Comercial (SP),VC,3,0,50
Paulista,1963,1963-07-18,Palmeiras,2,1,Prudentina,VC,3,0,51
Paulista,1963,1963-07-20,Portuguesa,1,1,XV de Piracicaba,E,1,1,52
